,group,sum_gamerounds,retention_1,retention_7
81411,A,985,True,True
81412,A,120,True,True
81413,A,139,True,False
81414,A,5,False,True
81415,B,1,False,False
81416,A,27,True,False
81417,B,175,False,True
81418,A,35,True,False
81419,B,63,True,True
81420,B,49,True,False
81421,B,66,True,False
81422,A,19,True,False
81423,A,19,False,False
81424,A,38,True,True
81425,A,4,False,False
81426,A,8,False,False
81427,B,2,True,False
81428,B,6,False,False
81429,A,309,True,False
81430,A,1,False,False
81431,A,24,True,False
81432,A,29,True,False
81433,B,70,True,False
81434,B,28,True,False
81435,B,8,False,False
81436,B,119,True,False
81437,B,50,True,False
81438,A,2,False,False
81439,B,14,True,False
81440,A,7,False,False
81441,A,14,False,False
81442,A,0,False,False
81443,B,1,False,False
81444,A,28,False,False
81445,A,6,False,False
81446,A,10,False,False
81447,A,52,False,False
81448,A,4,False,False
81449,B,204,True,True
81450,A,11,False,False
81451,A,14,True,False
81452,B,5,False,False
81453,A,30,True,True
81454,B,85,True,True
81455,A,1,False,False
81456,B,5,True,False
81457,B,20,True,False
81458,A,7,False,False
81459,A,35,True,False
81460,B,0,False,False
81461,A,40,True,True
81462,B,262,False,True
81463,A,18,True,False
81464,A,0,False,False
81465,A,23,True,False
81466,A,0,False,False
81467,B,2,False,False
81468,A,10,False,False
81469,B,45,True,False
81470,A,70,True,True
81471,A,4,False,False
81472,B,9,False,False
81473,A,2,False,False
81474,B,12,False,False
81475,A,4,True,False
81476,B,3,True,False
81477,B,8,False,False
81478,B,16,True,False
81479,B,5,False,False
81480,B,1,False,False
81481,B,246,True,True
81482,B,147,True,False
81483,B,5,False,False
81484,B,580,True,True
81485,B,0,False,False
81486,A,180,True,True
81487,A,78,False,False
81488,B,0,False,False
81489,B,80,True,False
81490,B,17,False,False
81491,A,219,True,True
81492,B,100,True,False
81493,A,10,True,False
81494,B,7,False,False
81495,A,22,False,False
81496,A,25,False,False
81497,A,1,False,False
81498,B,7,False,False
81499,A,299,True,True
81500,B,19,False,False
81501,B,1300,True,True
81502,A,2,False,False
81503,A,0,False,False
81504,B,33,False,False
81505,B,2,False,False
81506,B,84,False,False
81507,A,2,False,False
81508,A,2,False,False
81509,A,83,True,False
81510,B,0,False,False
81511,A,0,False,False
81512,B,6,False,False
81513,A,22,False,False
81514,B,27,True,False
81515,A,25,False,False
81516,A,5,False,False
81517,A,3,False,False
81518,A,5,False,False
81519,B,1,False,False
81520,B,6,False,False
81521,B,367,True,True
81522,B,1,False,False
81523,A,96,False,True
81524,A,13,False,True
81525,B,2,False,False
81526,B,211,True,False
81527,B,1,False,False
81528,B,2,False,False
81529,B,99,True,True
81530,A,4,True,False
81531,A,2,False,False
81532,A,37,False,True
81533,B,21,True,False
81534,B,31,False,False
81535,B,8,False,False
81536,B,104,True,True
81537,B,237,True,True
81538,B,23,False,False
81539,B,21,False,False
81540,B,3,False,False
81541,A,4,False,False
81542,A,90,True,True
81543,A,2,False,False
81544,A,5,False,False
81545,B,34,True,False
81546,B,2,False,False
81547,B,199,True,True
81548,B,11,True,False
81549,A,154,True,True
81550,B,3,False,False
81551,A,1,False,False
81552,A,6,False,False
81553,B,1,False,False
81554,A,48,False,True
81555,A,146,True,False
81556,A,0,False,False
81557,B,2,False,False
81558,A,23,True,False
81559,A,47,True,True
81560,A,1,False,False
81561,B,106,True,True
81562,B,2,False,False
81563,B,210,True,False
81564,A,555,True,True
81565,B,11,False,False
81566,B,1013,True,True
81567,B,14,False,False
81568,B,15,False,False
81569,B,96,True,False
81570,A,18,False,False
81571,A,147,True,False
81572,B,11,True,False
81573,A,56,True,True
81574,B,10,True,False
81575,B,25,True,False
81576,B,0,False,False
81577,A,28,True,True
81578,B,124,True,False
81579,B,110,True,False
81580,B,124,True,False
81581,A,26,True,False
81582,B,8,False,False
81583,B,0,False,False
81584,A,0,False,False
81585,B,3,False,True
81586,A,0,False,False
81587,B,15,False,False
81588,B,10,False,False
81589,A,3,False,False
81590,A,188,True,False
81591,B,4,False,False
81592,A,379,False,True
81593,B,7,False,False
81594,B,44,False,False
81595,A,13,False,False
81596,B,18,False,False
81597,B,12,True,False
81598,A,135,False,False
81599,A,14,True,False
81600,B,2,False,False
81601,A,14,False,False
81602,A,9,False,True
81603,B,15,True,False
81604,B,1,False,False
81605,B,9,True,False
81606,A,191,True,True
81607,B,56,True,True
81608,A,3,False,False
81609,B,136,False,False
81610,A,38,True,False
81611,B,23,True,False
81612,A,62,True,False
81613,B,92,True,False
81614,A,45,False,False
81615,B,25,True,False
81616,A,88,False,True
81617,A,877,True,True
81618,B,7,False,False
81619,B,60,True,False
81620,B,17,True,False
81621,A,173,True,True
81622,B,6,False,False
81623,A,8,False,False
81624,B,13,True,False
81625,A,250,True,True
81626,B,128,False,False
81627,A,9,False,False
81628,B,7,False,False
81629,B,3,False,False
81630,A,29,True,False
81631,B,51,True,False
81632,B,31,True,False
81633,B,48,False,False
81634,B,27,False,False
81635,A,39,False,False
81636,A,2,False,False
81637,A,65,False,True
81638,B,86,False,False
81639,A,3,False,False
81640,A,161,True,True
81641,A,130,True,True
81642,B,0,False,False
81643,A,174,True,True
81644,B,38,False,True
81645,B,14,True,False
81646,A,202,True,True
81647,A,15,False,False
81648,A,58,True,False
81649,A,30,True,False
81650,B,1,False,False
81651,B,8,False,False
81652,A,1,False,False
81653,A,102,False,False
81654,B,39,True,False
81655,A,57,True,True
81656,A,21,True,True
81657,A,6,False,False
81658,B,18,False,True
81659,A,31,True,False
81660,B,1,False,False
81661,B,3,True,False
81662,B,2,False,False
81663,B,47,True,True
81664,A,30,True,False
81665,A,153,True,True
81666,B,15,True,False
81667,B,16,False,False
81668,B,17,False,False
81669,A,6,True,False
81670,B,140,True,False
81671,B,68,False,True
81672,A,1,False,False
81673,A,54,True,True
81674,A,4,False,False
81675,B,31,True,False
81676,B,7,False,False
81677,B,17,False,False
81678,A,3,False,False
81679,A,84,False,True
81680,A,38,True,False
81681,A,42,True,True
81682,A,5,False,False
81683,B,7,False,False
81684,B,140,False,False
81685,A,2,False,False
81686,B,10,False,False
81687,B,14,False,False
81688,A,3,True,False
81689,A,44,False,False
81690,A,95,True,True
81691,B,3,False,False
81692,B,27,True,False
81693,B,28,False,False
81694,A,89,True,False
81695,A,34,False,False
81696,A,3,False,False
81697,A,12,False,False
81698,A,16,True,False
81699,A,4,True,False
81700,A,10,False,False
81701,B,0,False,False
81702,A,9,False,False
81703,A,22,False,False
81704,A,16,True,False
81705,A,0,False,False
81706,A,21,False,False
81707,B,6,False,False
81708,B,4,False,False
81709,A,5,False,False
81710,A,25,False,False
81711,B,3,False,False
81712,A,3,False,False
81713,B,63,True,False
81714,B,17,False,False
81715,B,165,True,False
81716,B,151,True,True
81717,A,364,True,True
81718,B,59,True,False
81719,B,105,True,True
81720,B,308,True,True
81721,A,15,False,False
81722,B,0,False,False
81723,A,159,True,False
81724,A,16,False,False
81725,B,7,False,False
81726,B,3,True,False
81727,A,2,False,False
81728,A,34,True,False
81729,A,52,True,False
81730,B,5,False,False
81731,A,2,False,False
81732,B,26,False,False
81733,B,78,True,True
81734,B,3,False,False
81735,A,9,False,False
81736,A,124,True,True
81737,A,0,False,False
81738,A,38,False,False
81739,B,53,True,False
81740,A,435,True,True
81741,B,152,True,False
81742,A,14,False,False
81743,B,24,True,False
81744,B,4,False,False
81745,B,2,False,False
81746,A,6,False,False
81747,B,4,False,False
81748,B,85,True,False
81749,B,0,False,False
81750,B,17,True,False
81751,B,5,False,False
81752,B,7,False,False
81753,A,19,True,False
81754,A,0,False,False
81755,B,53,False,True
81756,B,28,False,False
81757,A,6,False,False
81758,A,31,True,False
81759,B,9,False,False
81760,B,24,False,False
81761,A,63,True,False
81762,A,39,True,False
81763,B,502,True,True
81764,B,0,False,False
81765,A,21,False,False
81766,B,12,False,False
81767,A,7,False,False
81768,A,2,False,False
81769,A,5,False,False
81770,B,4,False,False
81771,B,27,True,False
81772,B,21,False,False
81773,B,32,True,True
81774,B,8,False,False
81775,B,139,True,True
81776,B,144,True,False
81777,B,12,False,False
81778,B,84,True,True
81779,B,43,True,False
81780,B,7,False,False
81781,A,7,False,False
81782,A,31,True,False
81783,B,15,False,False
81784,B,4,False,False
81785,A,28,True,False
81786,B,2,False,False
81787,B,87,True,False
81788,A,5,False,False
81789,B,146,True,False
81790,A,1,False,False
81791,B,18,False,False
81792,A,8,False,False
81793,A,8,False,False
81794,A,308,True,True
81795,B,106,True,False
81796,A,12,True,False
81797,A,23,False,False
81798,B,0,False,False
81799,B,2,False,False
81800,A,71,True,False
81801,A,2,False,False
81802,B,15,True,False
81803,A,2,False,False
81804,B,14,False,False
81805,B,0,False,False
81806,B,0,False,False
81807,B,49,True,False
81808,B,5,True,False
81809,B,201,False,False
81810,A,159,True,False
81811,A,87,True,True
81812,B,14,False,False
81813,A,30,True,False
81814,A,254,False,True
81815,B,9,True,False
81816,B,74,True,True
81817,B,41,False,False
81818,A,110,True,False
81819,B,39,True,False
81820,A,16,False,False
81821,A,79,True,False
81822,A,5,False,False
81823,B,17,False,False
81824,B,142,True,True
81825,B,1,False,False
81826,B,42,True,True
81827,A,137,True,True
81828,A,3,False,False
81829,B,8,False,False
81830,B,10,False,False
81831,B,9,False,False
81832,A,2,False,False
81833,A,20,True,False
81834,B,3,True,False
81835,B,9,False,False
81836,A,1,False,False
81837,A,0,False,False
81838,B,1,False,False
81839,B,25,False,False
81840,B,4,False,False
81841,A,74,True,False
81842,A,40,True,False
81843,A,2,False,False
81844,B,220,True,False
81845,A,12,True,False
81846,B,27,True,True
81847,A,23,False,False
81848,A,35,True,False
81849,A,77,True,True
81850,B,10,False,False
81851,B,9,False,False
81852,A,4,False,False
81853,B,79,True,False
81854,A,5,False,False
81855,B,0,False,False
81856,B,222,True,True
81857,B,149,True,False
81858,A,49,True,False
81859,B,9,False,False
81860,A,6,False,False
81861,A,36,True,False
81862,A,14,True,False
81863,B,371,True,True
81864,B,36,False,False
81865,B,1,False,False
81866,A,8,False,False
81867,A,9,False,False
81868,B,0,False,False
81869,A,1,False,False
81870,A,16,False,False
81871,B,7,False,False
81872,B,27,False,False
81873,B,58,True,False
81874,B,61,False,False
81875,B,3,False,False
81876,B,1,False,False
81877,B,45,True,True
81878,B,10,False,False
81879,A,0,False,False
81880,A,119,True,True
81881,A,1,False,False
81882,B,38,False,False
81883,B,132,False,False
81884,B,78,True,False
81885,B,24,True,False
81886,B,9,False,False
81887,A,147,True,True
81888,A,12,False,False
81889,B,280,False,False
81890,B,0,False,False
81891,A,249,True,True
81892,A,18,True,False
81893,B,13,True,False
81894,B,39,True,False
81895,A,1,False,False
81896,B,1,False,False
81897,A,10,False,True
81898,B,84,True,True
81899,A,19,True,False
81900,B,53,True,False
81901,A,25,False,False
81902,A,14,False,False
81903,A,4,False,False
81904,A,32,True,False
81905,B,0,False,False
81906,A,4,False,False
81907,B,1,False,False
81908,B,2,False,False
81909,A,62,True,False
81910,B,4,False,False
81911,A,22,True,False
81912,A,218,True,False
81913,A,430,True,True
81914,B,0,False,False
81915,B,0,False,False
81916,B,0,False,False
81917,B,44,True,False
81918,A,4,False,False
81919,A,16,True,False
81920,B,16,True,False
81921,A,36,True,False
81922,B,2,False,False
81923,B,2,False,False
81924,A,6,False,False
81925,A,14,False,False
81926,A,3,True,False
81927,B,64,True,True
81928,B,264,True,True
81929,B,210,True,True
81930,B,23,True,False
81931,A,118,True,True
81932,B,6,True,False
81933,A,87,True,False
81934,B,16,True,True
81935,B,32,True,False
81936,B,8,False,False
81937,B,61,True,True
81938,A,14,True,False
81939,A,54,True,False
81940,B,2,True,False
81941,A,17,True,False
81942,B,12,False,False
81943,A,57,True,False
81944,A,172,True,True
81945,A,25,True,True
81946,B,4,False,False
81947,A,1,False,False
81948,A,40,True,True
81949,A,87,True,False
81950,B,19,True,False
81951,B,23,True,False
81952,A,19,False,False
81953,B,2,False,False
81954,A,55,True,False
81955,B,1,False,False
81956,B,84,True,True
81957,B,32,False,False
81958,A,26,True,True
81959,B,2,False,False
81960,A,15,False,False
81961,B,2,False,False
81962,A,21,False,False
81963,A,100,False,True
81964,A,32,True,False
81965,A,65,True,False
81966,A,548,True,True
81967,B,1,False,False
81968,A,18,True,False
81969,B,9,True,False
81970,B,20,False,False
81971,B,14,False,True
81972,B,0,False,False
81973,B,119,True,True
81974,B,15,False,False
81975,A,9,False,False
81976,A,372,True,True
81977,A,9,False,False
81978,B,6,False,False
81979,A,3,True,False
81980,A,72,True,False
81981,B,15,False,False
81982,B,30,True,False
81983,A,59,True,True
81984,B,161,True,True
81985,A,85,True,False
81986,A,240,True,True
81987,A,10,True,False
81988,A,26,False,False
81989,B,94,True,True
81990,A,17,False,False
81991,A,10,False,False
81992,A,49,False,False
81993,A,10,False,False
81994,A,144,False,True
81995,B,1,False,False
81996,A,5,False,False
81997,B,4,False,False
81998,A,67,False,True
81999,A,11,False,True
82000,B,2,False,False
82001,B,19,True,False
82002,B,246,True,True
82003,A,56,True,True
82004,B,207,True,True
82005,A,8,False,False
82006,B,8,False,False
82007,A,206,True,True
82008,B,44,True,False
82009,A,3,False,False
82010,A,8,False,False
82011,B,12,True,False
82012,B,2,False,False
82013,A,6,False,False
82014,B,27,False,False
82015,A,123,True,True
82016,A,9,False,False
82017,A,0,False,False
82018,A,8,False,False
82019,B,4,False,False
82020,B,20,True,False
82021,B,4,False,False
82022,B,0,False,False
82023,B,3,True,False
82024,A,2,False,False
82025,A,20,True,False
82026,A,2,False,False
82027,A,13,False,False
82028,B,8,False,False
82029,B,47,False,True
82030,A,3,False,False
82031,B,0,False,False
82032,A,86,True,True
82033,A,2,False,False
82034,A,1,False,False
82035,A,61,True,False
82036,A,67,False,False
82037,A,0,True,False
82038,A,6,False,False
82039,B,10,False,False
82040,A,1,False,False
82041,B,2,False,False
82042,B,30,True,False
82043,A,52,True,False
82044,A,1,False,False
82045,A,6,False,False
82046,A,59,False,True
82047,B,4,True,False
82048,A,11,False,False
82049,B,3,False,False
82050,B,22,True,False
82051,A,6,False,False
82052,B,10,False,False
82053,B,3,False,False
82054,B,92,True,False
82055,A,0,False,False
82056,B,31,False,False
82057,B,838,True,True
82058,B,1,False,False
82059,A,9,True,False
82060,B,4,False,False
82061,B,8,False,False
82062,A,15,True,False
82063,B,3,False,False
82064,A,40,True,False
82065,B,72,True,False
82066,A,2,False,False
82067,A,26,False,False
82068,B,266,True,False
82069,B,7,False,False
82070,B,55,True,True
82071,A,4,True,False
82072,A,170,True,True
82073,A,49,False,False
82074,B,1,False,False
82075,A,55,False,False
82076,B,6,False,False
82077,A,4,False,True
82078,B,9,False,False
82079,A,52,True,True
82080,A,7,False,False
82081,B,25,True,False
82082,B,326,True,True
82083,A,7,False,False
82084,B,109,True,True
82085,A,5,False,False
82086,B,64,True,False
82087,A,19,True,False
82088,B,0,False,False
82089,B,80,False,False
82090,A,19,False,False
82091,A,32,True,False
82092,A,18,False,True
82093,A,14,True,False
82094,A,4,False,False
82095,A,26,True,False
82096,B,3,False,False
82097,B,9,False,False
82098,B,2,False,False
82099,B,201,True,True
82100,B,18,True,True
82101,B,11,False,False
82102,A,23,False,True
82103,B,147,True,True
82104,B,19,False,False
82105,A,42,False,False
82106,B,13,True,False
82107,A,42,True,False
82108,A,23,False,False
82109,B,6,False,False
82110,A,2,False,False
82111,B,6,True,False
82112,B,13,True,False
82113,B,23,True,False
82114,B,169,True,True
82115,B,25,False,False
82116,A,27,True,False
82117,B,6,False,False
82118,A,13,True,False
82119,A,324,True,True
82120,A,191,True,False
82121,A,77,True,True
82122,B,6,False,False
82123,A,76,False,True
82124,A,9,False,False
82125,B,10,True,False
82126,B,45,True,True
82127,A,71,True,False
82128,B,26,True,False
82129,B,84,False,True
82130,A,8,True,False
82131,B,14,False,False
82132,B,2,True,False
82133,B,12,True,False
82134,A,54,True,False
82135,B,9,False,False
82136,A,16,False,False
82137,B,1,False,False
82138,A,3,False,False
82139,A,15,False,False
82140,B,1,False,False
82141,B,408,True,True
82142,B,3,False,False
82143,A,151,True,True
82144,B,53,True,False
82145,A,85,True,False
82146,B,1,False,False
82147,A,97,True,True
82148,B,6,False,False
82149,B,6,False,False
82150,A,45,False,False
82151,A,8,False,False
82152,A,3,False,False
82153,A,45,True,True
82154,A,75,True,False
82155,A,26,True,False
82156,B,1,False,False
82157,A,25,False,False
82158,B,36,False,False
82159,A,7,False,False
82160,A,3,False,False
82161,B,7,False,False
82162,A,33,True,False
82163,A,8,False,False
82164,A,49,True,False
82165,B,14,False,False
82166,A,7,False,False
82167,A,143,True,False
82168,B,39,True,False
82169,A,1,True,False
82170,B,21,False,False
82171,B,13,True,False
82172,A,21,True,False
82173,B,31,True,False
82174,B,31,False,False
82175,B,18,False,True
82176,A,195,True,True
82177,B,3,False,False
82178,A,411,True,True
82179,B,14,False,False
82180,A,4,False,False
82181,A,4,True,False
82182,B,14,True,False
82183,A,1,False,False
82184,A,15,False,False
82185,A,4,False,False
82186,A,3,False,False
82187,A,6,False,False
82188,B,1,False,False
82189,B,226,True,True
82190,A,3,False,False
82191,A,39,True,False
82192,A,7,False,False
82193,A,51,True,False
82194,A,493,True,True
82195,A,8,False,False
82196,A,4,False,False
82197,B,53,True,False
82198,B,0,False,False
82199,B,27,True,False
82200,B,38,True,False
82201,B,14,False,False
82202,B,1,False,False
82203,A,34,False,True
82204,B,6,False,False
82205,B,94,True,False
82206,B,5,False,False
82207,B,161,True,True
82208,A,97,True,False
82209,A,1,False,False
82210,A,34,True,False
82211,B,36,False,False
82212,B,2,False,False
82213,A,6,False,False
82214,B,0,False,False
82215,A,37,False,False
82216,A,112,True,True
82217,A,34,True,False
82218,A,8,True,False
82219,A,32,True,False
82220,A,25,True,False
82221,A,131,True,False
82222,B,2,False,False
82223,A,2,False,False
82224,A,2,False,False
82225,B,11,True,False
82226,A,186,True,True
82227,B,91,False,False
82228,A,1,False,False
82229,A,19,False,False
82230,B,10,False,False
82231,B,1,False,False
82232,A,134,True,True
82233,B,0,False,False
82234,B,2,False,False
82235,A,0,False,False
82236,B,120,True,True
82237,B,35,False,False
82238,B,1,False,False
82239,B,23,False,True
82240,B,8,False,False
82241,A,0,False,False
82242,B,6,False,False
82243,B,12,False,False
82244,A,1,False,False
82245,A,188,True,False
82246,A,5,False,False
82247,A,40,True,False
82248,B,12,True,False
82249,A,4,False,False
82250,A,4,False,False
82251,A,1,False,False
82252,B,30,False,False
82253,A,168,True,True
82254,B,220,True,True
82255,B,19,False,True
82256,A,21,True,True
82257,B,645,True,True
82258,B,2,True,False
82259,A,13,True,False
82260,B,44,True,True
82261,A,5,False,False
82262,A,6,False,False
82263,A,165,True,False
82264,A,0,False,False
82265,B,26,True,False
82266,A,0,True,False
82267,A,5,False,False
82268,A,51,False,False
82269,A,195,True,False
82270,A,11,True,False
82271,B,14,False,False
82272,A,10,False,True
82273,B,8,False,False
82274,B,12,False,False
82275,A,120,True,True
82276,A,20,False,False
82277,B,241,True,False
82278,B,27,False,False
82279,A,19,False,True
82280,A,15,True,False
82281,A,1,False,False
82282,B,2,False,False
82283,A,2,False,False
82284,A,5,False,False
82285,B,150,True,False
82286,A,14,False,False
82287,A,2,False,False
82288,A,34,True,False
82289,B,20,True,False
82290,A,98,True,False
82291,A,6,False,False
82292,B,5,False,False
82293,B,47,True,True
82294,A,622,True,True
82295,B,3,False,False
82296,A,9,False,False
82297,A,7,False,False
82298,A,85,True,False
82299,A,48,True,False
82300,B,388,True,True
82301,A,46,True,False
82302,A,10,False,False
82303,A,1,False,False
82304,B,6,True,False
82305,B,27,True,False
82306,B,0,False,False
82307,B,1,False,False
82308,B,40,True,False
82309,A,7,False,False
82310,B,10,True,True
82311,B,371,True,True
82312,A,189,False,True
82313,A,6,True,False
82314,A,16,True,True
82315,B,40,True,True
82316,A,53,True,True
82317,A,82,True,False
82318,B,4,False,False
82319,B,8,True,False
82320,B,0,False,False
82321,B,3,False,False
82322,A,4,False,False
82323,A,20,True,False
82324,A,4,False,False
82325,B,66,True,True
82326,B,6,False,False
82327,B,203,True,True
82328,A,4,False,False
82329,B,5,False,False
82330,B,5,False,False
82331,B,33,True,False
82332,B,8,False,False
82333,A,73,True,False
82334,B,67,True,True
82335,B,13,True,False
82336,A,161,True,False
82337,B,74,True,False
82338,A,66,False,False
82339,B,147,True,False
82340,B,2,False,False
82341,A,5,True,False
82342,B,130,True,True
82343,B,15,True,False
82344,B,13,False,False
82345,B,19,False,False
82346,B,333,True,True
82347,B,9,True,False
82348,B,38,False,False
82349,A,10,True,False
82350,B,5,True,False
82351,A,64,True,False
82352,B,299,True,True
82353,B,54,True,False
82354,B,243,False,False
82355,A,13,False,True
82356,A,505,True,True
82357,A,29,True,False
82358,B,9,False,False
82359,B,1,False,False
82360,A,12,False,False
82361,A,14,False,False
82362,A,37,True,False
82363,A,36,True,False
82364,B,1,False,False
82365,B,1,False,False
82366,A,1,False,False
82367,B,2,False,False
82368,A,6,False,False
82369,B,13,False,False
82370,A,12,False,False
82371,A,0,False,False
82372,B,115,True,True
82373,A,3,True,False
82374,A,20,False,False
82375,B,10,False,False
82376,B,18,True,False
82377,A,18,False,False
82378,B,5,False,False
82379,B,1,False,False
82380,B,1,False,False
82381,A,3,True,False
82382,A,31,True,False
82383,B,8,False,False
82384,A,55,True,True
82385,B,17,False,False
82386,B,65,True,False
82387,B,71,True,False
82388,A,1,False,False
82389,A,193,True,True
82390,B,4,False,False
82391,B,31,False,False
82392,B,3,False,False
82393,B,9,False,False
82394,A,16,True,False
82395,B,11,False,False
82396,A,6,True,False
82397,B,2,False,False
82398,A,34,True,False
82399,B,74,True,False
82400,A,9,False,False
82401,B,160,True,True
82402,A,8,False,False
82403,A,4,False,False
82404,A,71,True,True
82405,B,1002,True,True
82406,B,64,True,False
82407,B,1,False,False
82408,A,31,False,False
82409,B,24,True,False
82410,A,8,False,False
82411,B,2,False,False
82412,B,21,True,False
82413,B,55,True,False
82414,A,56,True,False
82415,B,98,True,True
82416,A,124,True,True
82417,A,13,False,False
82418,B,9,False,False
82419,A,7,True,False
82420,A,3,False,False
82421,A,5,False,False
82422,A,28,True,False
82423,B,30,True,False
82424,A,0,False,False
82425,B,38,False,True
82426,A,76,True,False
82427,A,542,True,True
82428,A,28,False,False
82429,B,81,True,True
82430,A,16,False,False
82431,B,31,False,False
82432,A,0,False,False
82433,B,31,True,False
82434,B,119,True,True
82435,A,1,False,False
82436,B,79,True,False
82437,B,119,True,True
82438,B,172,True,True
82439,B,73,False,True
82440,A,4,False,False
82441,B,9,False,False
82442,B,104,True,True
82443,A,9,True,False
82444,B,74,False,True
82445,A,4,True,False
82446,B,3,True,False
82447,B,17,False,False
82448,A,0,False,False
82449,B,42,True,False
82450,A,11,False,False
82451,A,2,False,False
82452,A,44,True,False
82453,B,107,True,False
82454,B,0,False,False
82455,B,54,True,False
82456,A,29,True,False
82457,B,17,False,False
82458,B,90,True,False
82459,A,16,False,False
82460,B,259,True,True
82461,A,4,False,False
82462,A,2,False,False
82463,B,25,False,False
82464,A,27,True,True
82465,A,6,True,False
82466,A,207,True,True
82467,A,53,True,False
82468,B,41,False,False
82469,B,81,False,False
82470,A,496,True,True
82471,A,28,False,False
82472,A,66,True,False
82473,B,6,False,False
82474,B,1,False,False
82475,B,150,True,True
82476,B,633,True,True
82477,B,14,True,False
82478,B,6,False,True
82479,B,11,False,False
82480,A,22,False,False
82481,A,20,True,False
82482,A,445,True,True
82483,A,1,False,False
82484,A,61,True,False
82485,A,1,True,False
82486,B,122,True,False
82487,B,6,False,False
82488,B,1,False,False
82489,B,0,False,False
82490,A,454,True,False
82491,A,30,False,False
82492,A,7,False,False
82493,B,63,True,False
82494,A,45,True,False
82495,B,27,True,False
82496,A,4,False,False
82497,B,4,False,False
82498,A,0,False,False
82499,B,15,True,False
82500,B,10,False,False
82501,B,2,False,False
82502,B,75,True,False
82503,A,8,False,False
82504,A,58,True,True
82505,B,33,False,False
82506,B,72,True,False
82507,B,14,False,False
82508,A,6,False,False
82509,B,99,True,True
82510,A,72,True,False
82511,B,19,True,False
82512,B,1,False,False
82513,B,3,False,False
82514,A,144,True,False
82515,A,3,False,False
82516,A,56,True,False
82517,A,10,True,False
82518,A,25,True,True
82519,B,0,False,False
82520,A,24,False,False
82521,B,54,False,True
82522,A,1,True,False
82523,A,64,False,True
82524,A,16,False,False
82525,B,33,True,False
82526,A,10,False,False
82527,B,346,True,True
82528,A,4,False,False
82529,A,12,False,False
82530,A,0,False,False
82531,A,38,True,False
82532,A,1,False,False
82533,B,89,True,False
82534,B,11,False,False
82535,B,18,False,False
82536,B,10,False,False
82537,A,6,False,False
82538,A,1,False,False
82539,B,6,False,False
82540,A,23,False,True
82541,A,4,True,False
82542,B,16,True,False
82543,B,24,True,False
82544,B,46,True,False
82545,A,96,True,False
82546,A,2,False,False
82547,B,3,False,False
82548,A,133,False,False
82549,B,51,True,False
82550,B,459,True,True
82551,A,187,True,True
82552,A,8,False,False
82553,B,143,True,True
82554,B,29,False,False
82555,B,21,True,False
82556,A,35,True,False
82557,A,0,False,False
82558,B,18,True,False
82559,B,0,False,False
82560,A,6,False,False
82561,A,3,False,False
82562,B,2,False,False
82563,A,137,True,False
82564,A,80,True,False
82565,B,106,False,True
82566,B,225,True,False
82567,B,62,False,True
82568,B,5,False,False
82569,A,33,False,True
82570,A,30,False,False
82571,B,83,True,False
82572,B,30,False,False
82573,B,3,False,False
82574,A,1,False,False
82575,A,170,True,True
82576,B,4,False,False
82577,A,221,True,True
82578,A,14,False,False
82579,B,0,False,False
82580,B,177,True,True
82581,B,8,False,False
82582,B,12,False,False
82583,A,268,True,True
82584,A,0,False,False
82585,B,46,True,False
82586,A,30,True,False
82587,A,8,True,False
82588,A,2,False,False
82589,A,16,False,False
82590,B,0,False,False
82591,A,404,True,True
82592,A,29,True,False
82593,B,7,False,False
82594,A,13,False,False
82595,B,2,False,False
82596,A,2,False,False
82597,A,53,True,False
82598,A,19,True,False
82599,B,30,True,False
82600,B,13,False,False
82601,A,4,False,False
82602,A,54,True,False
82603,A,89,True,True
82604,B,85,True,False
82605,A,12,False,False
82606,B,14,True,False
82607,B,43,True,False
82608,A,22,True,False
82609,B,4,False,False
82610,A,83,True,True
82611,B,260,True,True
82612,A,3,True,False
82613,B,8,False,False
82614,B,3,False,False
82615,B,68,True,True
82616,A,66,True,False
82617,A,91,True,False
82618,A,14,False,False
82619,B,2,False,False
82620,A,100,True,False
82621,A,10,False,False
82622,A,236,True,True
82623,A,7,False,False
82624,A,53,True,True
82625,B,94,True,True
82626,B,10,False,False
82627,A,3,False,False
82628,A,18,True,False
82629,A,36,False,False
82630,B,13,False,False
82631,B,243,True,False
82632,B,55,True,False
82633,B,1,False,False
82634,A,2,False,False
82635,B,56,True,False
82636,A,32,True,False
82637,B,90,True,False
82638,A,2,False,False
82639,A,1,False,False
82640,B,29,False,True
82641,A,63,True,False
82642,B,31,False,False
82643,B,14,False,False
82644,A,8,False,False
82645,B,2,False,False
82646,A,1,False,False
82647,A,37,True,False
82648,B,11,False,False
82649,B,1,False,False
82650,A,28,True,False
82651,A,7,False,False
82652,A,22,False,False
82653,B,61,True,False
82654,A,83,False,True
82655,A,18,False,False
82656,A,145,True,True
82657,A,108,False,True
82658,B,2,False,False
82659,B,136,True,False
82660,B,4,False,False
82661,A,10,False,False
82662,B,84,True,True
82663,B,36,True,False
82664,B,57,True,True
82665,A,20,True,False
82666,A,6,False,False
82667,B,43,True,False
82668,A,2,False,False
82669,B,17,True,False
82670,B,7,False,False
82671,A,4,False,False
82672,A,8,True,False
82673,B,67,True,True
82674,B,61,False,False
82675,A,26,True,False
82676,A,5,False,True
82677,A,5,False,False
82678,A,5,False,False
82679,B,4,False,False
82680,B,5,True,True
